OID_,ID,Elevation_m_min,Elevation_m_max,Elevation_m_mean,Slope_deg_min,Slope_deg_max,Slope_deg_mean,Aspect_deg_median,Area_m2
159,416,310,315,311.666666666666686,1.199393987655640,16.368160247802734,7.843327760696411,275.017089843750000,1299.97142182
160,423,420,420,420.000000000000000,20.344562530517578,20.344562530517578,20.344562530517578,26.675060272216797,1037.95525775
161,425,628,634,631.000000000000000,38.855133056640625,39.338935852050781,39.097034454345703,22.330857276916504,1561.46660751
162,429,385,385,385.000000000000000,31.695318222045898,31.695318222045898,31.695318222045898,325.049438476562500,301.519379887
163,430,243,243,243.000000000000000,22.534488677978516,22.534488677978516,22.534488677978516,333.527801513671875,373.885837435
164,431,281,290,285.333333333333314,13.583645820617676,18.412225723266602,16.650944709777832,142.237289428710938,2695.08011626
165,434,249,249,249.000000000000000,24.645372390747070,24.645372390747070,24.645372390747070,305.282440185546875,591.805934724
166,435,428,428,428.000000000000000,16.060209274291992,16.060209274291992,16.060209274291992,315.034118652343750,387.528573496
167,441,260,307,285.500000000000000,14.048635482788086,30.523384094238281,24.780931631724041,62.679203033447266,8146.59073214
168,442,335,335,335.000000000000000,12.295029640197754,12.295029640197754,12.295029640197754,72.688941955566406,90.0704834217
169,443,330,332,331.000000000000000,11.138299942016602,12.540621757507324,11.839460849761963,149.308219909667969,2545.13803358
170,447,447,447,447.000000000000000,13.093221664428711,13.093221664428711,13.093221664428711,180.570053100585938,709.167400882
171,448,346,360,353.000000000000000,17.814088821411133,25.159940719604492,21.487014770507812,297.784866333007812,1420.88923313
172,457,344,364,355.333333333333314,22.041557312011719,23.483619689941406,22.834075291951496,338.575012207031250,1698.6438329
173,461,323,323,323.000000000000000,21.123451232910156,21.123451232910156,21.123451232910156,344.022186279296875,445.328882211
174,465,529,550,538.428571428571445,19.667709350585938,26.662164688110352,22.828557968139652,169.047286987304688,4915.60791436
175,468,329,329,329.000000000000000,7.975131034851074,7.975131034851074,7.975131034851074,98.104972839355469,1000.75677923
176,471,520,551,533.769230769230830,10.050440788269043,19.895530700683594,14.400542405935434,140.074005126953125,10949.7051982
177,474,372,372,372.000000000000000,22.243206024169922,22.243206024169922,22.243206024169922,84.167495727539062,950.428877562
178,475,340,343,341.500000000000000,12.289522171020508,18.548170089721680,15.418846130371094,211.208541870117188,1161.72560034
179,477,539,539,539.000000000000000,15.447426795959473,15.447426795959473,15.447426795959473,127.368347167968750,528.581109361
180,478,551,581,566.500000000000000,14.738609313964844,24.385772705078125,17.597078704833987,120.897590637207031,6700.06341617
