OID,area_m2,length_m,width_m,name
1990,5339.60447,89.394,74.118,Jones2021_ASM
1991,4863.919978,89.552,74.369,Jones2021_ASM
1992,42524.01841,541.625,112.212,Jones2021_ASM
1993,51818.40713,328.977,229.861,Jones2021_ASM
1994,25000.05081,273.433,150.969,Jones2021_ASM
1995,20049.17782,197.463,133.444,Jones2021_ASM
1996,9534.738102,119.314,105.133,Jones2021_ASM
1997,12232.25543,202.314,96.253,Jones2021_ASM
1998,9464.483627,146.128,92.538,Jones2021_ASM
1999,6146.998497,132.905,77.428,Jones2021_ASM
2000,49965.79569,449.295,198.027,Jones2021_ASM
2001,15560.2757,231.621,93.203,Jones2021_ASM
2002,13242.2458,141.313,130.422,Jones2021_ASM
2003,62331.23019,557.414,223.476,Jones2021_ASM
2004,7932.397257,117.379,92.398,Jones2021_ASM
2005,7858.013169,105.406,101.711,Jones2021_ASM
2006,11332.87645,178.654,84.244,Jones2021_ASM
2007,28426.25217,372.737,125.108,Jones2021_ASM
2008,4801.44207,99.232,64.634,Jones2021_ASM
2009,12046.95233,168.09,107.961,Jones2021_ASM
2010,8488.713269,123.952,97.088,Jones2021_ASM
2011,52918.44922,407.596,204.442,Jones2021_ASM
2012,28739.9776,357.079,127.245,Jones2021_ASM
2013,17449.63538,284.422,108.477,Jones2021_ASM
2014,54798.50039,470.889,240.192,Jones2021_ASM
2015,81048.54044,599.587,279.813,Jones2021_ASM
2016,28156.73173,354.315,140.499,Jones2021_ASM
2017,11377.5999,167.664,102.412,Jones2021_ASM
2018,7090.802053,111.047,85.157,Jones2021_ASM
2019,12220.28746,144.819,117.339,Jones2021_ASM
2020,32222.83751,362.866,124.733,Jones2021_ASM
2021,11572.611,175.909,86.284,Jones2021_ASM
2022,10342.76623,149.595,96.004,Jones2021_ASM
2023,10206.1089,126.869,109.554,Jones2021_ASM
2024,16610.69424,271.132,98.02,Jones2021_ASM
2025,12379.61708,160.166,96.367,Jones2021_ASM
2026,7298.962556,100.051,91.777,Jones2021_ASM
2027,4940.580988,94.965,67.974,Jones2021_ASM
2028,10003.66218,139.501,97.838,Jones2021_ASM
2029,14266.93974,169.528,113.501,Jones2021_ASM
2030,32432.25616,535.038,139.07,Jones2021_ASM
2031,19748.96135,291.841,93.528,Jones2021_ASM
2032,19555.77931,337.014,112.814,Jones2021_ASM
2033,17464.40399,239.548,116.312,Jones2021_ASM
2034,57665.42843,481.071,194.056,Jones2021_ASM
2035,25864.07955,479.447,103.369,Jones2021_ASM
2036,44564.93758,578.419,146.813,Jones2021_ASM
2037,9280.514205,128.412,101.588,Jones2021_ASM
2038,11412.57274,175.115,97.592,Jones2021_ASM
2039,28204.43805,223.539,202.062,Jones2021_ASM
2040,11810.76259,201.959,80.702,Jones2021_ASM
2041,23389.98011,328.847,98.776,Jones2021_ASM
2042,14109.57485,161.994,114.181,Jones2021_ASM
2043,15438.5391,189.364,109.109,Jones2021_ASM
2044,6954.399747,128.779,70.812,Jones2021_ASM
2045,21537.34183,291.175,99.465,Jones2021_ASM
2046,29763.1639,365.186,164.355,Jones2021_ASM
2047,23486.53761,260.758,119.081,Jones2021_ASM
2048,7767.016435,132.694,78.256,Jones2021_ASM
2049,15313.5109,284.575,83.588,Jones2021_ASM
2050,11917.19641,139.981,111.8,Jones2021_ASM
2051,59076.483,615.455,205.537,Jones2021_ASM
2052,53040.68735,491.147,183.227,Jones2021_ASM
2053,8353.516064,107.571,100.212,Jones2021_ASM
2054,15165.24498,144.202,141.044,Jones2021_ASM
2055,11603.96642,146.476,109.405,Jones2021_ASM
2056,4660.55236,80.051,70.653,Jones2021_ASM
2057,13370.31859,175.262,98.692,Jones2021_ASM
2058,18243.20486,218.552,113.523,Jones2021_ASM
2059,26562.23377,246.905,153.703,Jones2021_ASM
2060,17652.50645,232.599,114.314,Jones2021_ASM
2061,20555.97981,220.907,136.411,Jones2021_ASM
2062,3314.964855,80.528,51.71,Jones2021_ASM
2063,8224.562624,108.471,98.812,Jones2021_ASM
2064,8348.052979,155.139,70.182,Jones2021_ASM
2065,33808.02389,239.778,204.611,Jones2021_ASM
2066,10102.54737,170.592,83.385,Jones2021_ASM
2067,17856.43045,261.462,105.172,Jones2021_ASM
2068,19689.21873,251.615,109.63,Jones2021_ASM
2069,10989.18999,154.524,99.942,Jones2021_ASM
2070,5024.583484,84.219,76.867,Jones2021_ASM
2071,34354.76059,333.826,136.411,Jones2021_ASM
2072,18380.41219,265.198,102.232,Jones2021_ASM
2073,35607.8532,497.326,95.036,Jones2021_ASM
2074,16745.11038,348.992,68.405,Jones2021_ASM
2075,28951.6192,264.221,167.953,Jones2021_ASM
2076,13237.0007,152.87,128.531,Jones2021_ASM
2077,13100.49264,269.743,66.676,Jones2021_ASM
2078,89838.89364,928.751,188.319,Jones2021_ASM
2079,26940.01964,331.947,132.677,Jones2021_ASM
2080,7211.034282,162.509,58.842,Jones2021_ASM
2081,7029.024779,118.786,90.938,Jones2021_ASM
2082,5169.700259,87.096,78.7,Jones2021_ASM
2083,29028.53264,369.122,152.867,Jones2021_ASM
2084,13559.76674,294.014,68.113,Jones2021_ASM
2085,27844.05777,307.605,189.588,Jones2021_ASM
2086,4042.347135,103.757,53.008,Jones2021_ASM
2087,4509.84112,77.812,72.29,Jones2021_ASM
2088,7783.95536,153.052,71.322,Jones2021_ASM
2089,9102.840464,143.169,83.72,Jones2021_ASM
2090,22070.35075,331.127,101.692,Jones2021_ASM
2091,8131.312954,112.885,92.257,Jones2021_ASM
2092,7691.549101,159.517,64.46,Jones2021_ASM
2093,23434.05202,201.858,168.369,Jones2021_ASM
2094,12912.07428,225.162,88.809,Jones2021_ASM
2095,40432.9218,369.455,198.816,Jones2021_ASM
2096,6296.003013,115.549,76.994,Jones2021_ASM
2097,11302.24325,210.651,81.976,Jones2021_ASM
2098,11591.88625,215.779,103.772,Jones2021_ASM
2099,17764.37618,266.173,95.596,Jones2021_ASM
2100,13757.58845,140.947,122.03,Jones2021_ASM
2101,7971.285731,129.242,86.244,Jones2021_ASM
2102,97921.06138,473.247,299.698,Jones2021_ASM
2103,10497.7542,151.346,89.1,Jones2021_ASM
2104,33167.91507,396.061,107.727,Jones2021_ASM
2105,47421.13923,370.035,178.143,Jones2021_ASM
2106,42392.56264,418.401,155.568,Jones2021_ASM
2107,14677.44599,295.538,79.296,Jones2021_ASM
2108,222850.8192,1171.609,339.719,Jones2021_ASM
2109,14314.54444,147.158,119.951,Jones2021_ASM
2110,39520.69192,330.974,181.126,Jones2021_ASM
2111,17941.35156,326.156,81.042,Jones2021_ASM
2112,20737.0378,281.99,119.238,Jones2021_ASM
2113,10427.89249,211.674,66.581,Jones2021_ASM
2114,11039.44914,191.428,85.334,Jones2021_ASM
2115,5678.248879,120.759,58.309,Jones2021_ASM
2116,7943.562028,110.286,95.392,Jones2021_ASM
2117,57303.53736,563.939,178.001,Jones2021_ASM
2118,76902.87721,716.64,188.052,Jones2021_ASM
2119,14389.8361,152.352,133.066,Jones2021_ASM
2120,11679.00909,164.096,103.805,Jones2021_ASM
2121,8562.44042,112.14,111.249,Jones2021_ASM
2122,10085.9211,153.663,101.964,Jones2021_ASM
2123,19433.28624,373.33,81.977,Jones2021_ASM
2124,9125.979747,120.299,95.812,Jones2021_ASM
2125,9048.966991,117.313,105.312,Jones2021_ASM
2126,12880.42963,211.402,93.833,Jones2021_ASM
2127,18985.35551,181.107,143.405,Jones2021_ASM
2128,55871.56856,566.029,243.23,Jones2021_ASM
2129,38194.53049,346.67,172.471,Jones2021_ASM
2130,16763.02547,347.292,80.324,Jones2021_ASM
2131,31737.47199,446.985,139.98,Jones2021_ASM
2132,12339.18598,171.421,103.689,Jones2021_ASM
2133,18323.71465,243.192,106.386,Jones2021_ASM
2134,6049.272853,106.033,76.074,Jones2021_ASM
2135,14730.0962,168.661,114.451,Jones2021_ASM
2136,11702.14606,173.993,89.803,Jones2021_ASM
2137,6037.022402,143.013,52.168,Jones2021_ASM
2138,6873.753477,118.976,89.905,Jones2021_ASM
2139,8093.517754,123.643,93.822,Jones2021_ASM
2140,36214.26203,556.977,117.867,Jones2021_ASM
2141,5670.372412,101.115,72.388,Jones2021_ASM
2142,7259.199738,118.387,90.193,Jones2021_ASM
2143,3521.513256,91.258,53.976,Jones2021_ASM
2144,11002.48119,201.082,78.375,Jones2021_ASM
2145,16271.88389,264.455,88.477,Jones2021_ASM
2146,5227.392002,131.785,58.814,Jones2021_ASM
2147,11778.13344,162.352,104.942,Jones2021_ASM
2148,22506.76178,374.155,105.518,Jones2021_ASM
2149,6131.28217,106.359,72.167,Jones2021_ASM
2150,9888.815928,174.962,84.189,Jones2021_ASM
2151,5766.141207,162.006,49.971,Jones2021_ASM
2152,14770.97589,211.728,106.637,Jones2021_ASM
2153,6439.547799,123.652,75.911,Jones2021_ASM
2154,7796.763561,148.757,78.672,Jones2021_ASM
2155,12292.10997,249.933,66.065,Jones2021_ASM
2156,15793.87026,279.995,81.689,Jones2021_ASM
2157,8723.554197,178.708,68.699,Jones2021_ASM
2158,12767.1676,164.591,121.612,Jones2021_ASM
2159,5040.332503,102.479,62.75,Jones2021_ASM
2160,11911.57376,126.773,126.144,Jones2021_ASM
2161,11024.47098,174.877,93.487,Jones2021_ASM
2162,5753.540928,98.473,76.082,Jones2021_ASM
2163,4858.881491,125.717,57.938,Jones2021_ASM
2164,15743.47705,216.661,114.507,Jones2021_ASM
2165,17694.08418,299.02,93.736,Jones2021_ASM
2166,40423.83966,631.727,145.466,Jones2021_ASM
2167,7856.621003,138.74,78.688,Jones2021_ASM
2168,18319.33446,218.471,120.861,Jones2021_ASM
2169,5280.971558,137.174,48.125,Jones2021_ASM
2170,7670.267905,148.67,74.199,Jones2021_ASM
2171,4260.199248,114.019,58.603,Jones2021_ASM
2172,7430.114219,181.905,72.566,Jones2021_ASM
2173,4048.016389,109.227,56.559,Jones2021_ASM
2174,12812.59719,227.492,80.453,Jones2021_ASM
2175,11370.50509,169.236,89.736,Jones2021_ASM
2176,13559.0191,144.813,119.329,Jones2021_ASM
2177,3789.872562,73.683,69.933,Jones2021_ASM
2178,6242.660857,105.817,74.793,Jones2021_ASM
2179,9134.728482,123.365,95.459,Jones2021_ASM
2180,8555.438112,126.535,87.986,Jones2021_ASM
2181,4888.070655,117.628,57.845,Jones2021_ASM
2182,5079.707536,83.113,75.677,Jones2021_ASM
2183,15808.69094,168.167,139.276,Jones2021_ASM
2184,3601.002708,83.506,57.446,Jones2021_ASM
2185,9995.350867,231.872,67.122,Jones2021_ASM
2186,20063.04626,303.131,82.867,Jones2021_ASM
2187,7399.211664,112.096,83.782,Jones2021_ASM
2188,6039.437128,124.82,76.781,Jones2021_ASM
2189,17757.64624,270.803,122.696,Jones2021_ASM
2190,10398.7594,130.991,110.372,Jones2021_ASM
2191,6872.214775,126.826,69.875,Jones2021_ASM
2192,8086.927812,151.117,84.895,Jones2021_ASM
2193,7026.221819,127.643,74.766,Jones2021_ASM
2194,15929.971,215.678,90.788,Jones2021_ASM
2195,45242.03222,404.335,167.544,Jones2021_ASM
2196,17369.89991,210.427,101.769,Jones2021_ASM
2197,176116.3049,927.913,319.207,Jones2021_ASM
2198,6722.680477,113.962,77.348,Jones2021_ASM
2199,13061.98566,144.941,112.474,Jones2021_ASM
2200,8229.047594,142.078,78.457,Jones2021_ASM
2201,12321.90442,328.23,49.229,Jones2021_ASM
2202,5340.233716,97.999,80.993,Jones2021_ASM
2203,10920.7227,181.648,82.565,Jones2021_ASM
2204,6848.131148,150.341,63.704,Jones2021_ASM
2205,33405.33999,426.193,140.198,Jones2021_ASM
2206,17802.18037,260.448,97.778,Jones2021_ASM
2207,29359.38244,335.333,137.014,Jones2021_ASM
2208,25136.14028,366.669,110.245,Jones2021_ASM
2209,8918.58964,139.335,87.757,Jones2021_ASM
2210,6196.281901,95.557,78.697,Jones2021_ASM
2211,8569.442398,153.745,69.998,Jones2021_ASM
2212,20779.99924,214.686,143.017,Jones2021_ASM
2213,9464.622701,277.77,77.832,Jones2021_ASM
2214,8460.050937,298.662,103.792,Jones2021_ASM
2215,17259.63415,262.574,104.827,Jones2021_ASM
2216,26044.34915,241.335,137.47,Jones2021_ASM
2217,34878.05035,591.496,174.551,Jones2021_ASM
2218,21785.43582,216.269,123.15,Jones2021_ASM
2219,13337.8418,137.615,135.621,Jones2021_ASM
2220,18307.74739,225.246,104.78,Jones2021_ASM
2221,3082.164667,76.365,53.564,Jones2021_ASM
2222,5343.461664,105.002,67.32,Jones2021_ASM
2223,48072.17547,516.22,144.559,Jones2021_ASM
2224,14129.55875,211.892,96.116,Jones2021_ASM
2225,22035.04285,260.546,134.164,Jones2021_ASM
2226,10757.74516,170.079,101.537,Jones2021_ASM
2227,41926.19677,422.931,167.974,Jones2021_ASM
2228,22500.0421,413.618,116.389,Jones2021_ASM
2229,7287.043973,347.62,69.779,Jones2021_ASM
2230,10715.11902,241.532,84.227,Jones2021_ASM
2231,12258.65016,187.68,98.935,Jones2021_ASM
2232,21583.02663,281.249,137.651,Jones2021_ASM
2233,8662.417315,171.934,78.145,Jones2021_ASM
2234,4478.057077,141.878,47.1,Jones2021_ASM
2235,6286.412103,110.708,73.425,Jones2021_ASM
2236,15121.56068,492.65,99.471,Jones2021_ASM
2237,9698.726916,126.573,106.896,Jones2021_ASM
2238,13799.30785,306.262,67.93,Jones2021_ASM
2239,18572.50342,321.363,111.169,Jones2021_ASM
2240,11561.48546,294.427,76.5,Jones2021_ASM
2241,11974.29031,329.979,75.864,Jones2021_ASM
2242,9167.105745,168.216,77.231,Jones2021_ASM
2243,1432.85531,65.124,28.771,Jones2021_ASM
2244,3187.837175,119.553,42.569,Jones2021_ASM
2245,5600.370894,144.206,64.649,Jones2021_ASM
2246,10156.82519,233.875,59.16,Jones2021_ASM
2247,2431.959592,105.116,37.826,Jones2021_ASM
2248,31153.1802,687.71,120.704,Jones2021_ASM
2249,6267.375158,148.196,65.783,Jones2021_ASM
2250,6837.21006,144.661,72.645,Jones2021_ASM
2251,6721.562171,122.745,76.413,Jones2021_ASM
2252,13010.20786,514.882,103.045,Jones2021_ASM
2253,5484.444235,122.084,58.097,Jones2021_ASM
2254,12064.41978,265.526,93.065,Jones2021_ASM
2255,3313.844856,100.748,42.969,Jones2021_ASM
2256,1581.230621,51.526,41.528,Jones2021_ASM
2257,4910.961148,115.222,56.516,Jones2021_ASM
2258,3405.688455,74.803,68.493,Jones2021_ASM
2259,65470.05597,1515.045,383.691,Jones2021_ASM
2260,24623.24784,278.739,129.08,Jones2021_ASM
2261,13476.58746,237.44,84.069,Jones2021_ASM
2262,7115.270091,246.589,45.881,Jones2021_ASM
2263,3068.440262,77.151,50.303,Jones2021_ASM
2264,5427.877042,166.162,51.916,Jones2021_ASM
2265,86190.93919,488.796,304.174,Jones2021_ASM
2266,13009.41837,227.215,83.433,Jones2021_ASM
2267,10446.36734,168.843,88.237,Jones2021_ASM
2268,3597.116779,114.907,44.425,Jones2021_ASM
2269,10713.33381,235.753,72.818,Jones2021_ASM
2270,5281.323436,151.475,59.954,Jones2021_ASM
2271,25015.27787,273.589,128.897,Jones2021_ASM
2272,3785.717746,74.149,65.182,Jones2021_ASM
2273,3516.895509,88.173,51.417,Jones2021_ASM
2274,4129.294034,86.612,65.157,Jones2021_ASM
2275,2565.525889,92.721,37.268,Jones2021_ASM
2276,5241.946034,155.147,58.841,Jones2021_ASM
2277,27181.25493,194.49,170.007,Jones2021_ASM
2278,22429.4823,283.713,117.309,Jones2021_ASM
2279,82590.89678,1332.138,317.29,Jones2021_ASM
2280,8974.584716,232.849,74.653,Jones2021_ASM
2281,4665.775351,81.146,77.967,Jones2021_ASM
2282,6940.227083,135.217,66.606,Jones2021_ASM
2283,4517.084982,120.352,54.955,Jones2021_ASM
2284,5578.492231,106.567,67.455,Jones2021_ASM
2285,43272.36495,481.019,138.854,Jones2021_ASM
2286,7610.903228,227.162,48.468,Jones2021_ASM
2287,14023.31859,190.193,101.417,Jones2021_ASM
2288,22977.76142,378.634,100.659,Jones2021_ASM
2289,15545.65074,168.509,126.448,Jones2021_ASM
2290,28354.37751,594.307,112.725,Jones2021_ASM
2291,3874.757062,104.618,53.017,Jones2021_ASM
2292,22828.93548,305.02,115.422,Jones2021_ASM
2293,1257.560588,57.103,28.945,Jones2021_ASM
2294,4526.220945,90.986,69.774,Jones2021_ASM
2295,14577.58636,210.367,99.839,Jones2021_ASM
2296,8951.315342,174.832,73.658,Jones2021_ASM
2297,9044.877532,188.32,96.987,Jones2021_ASM
2298,17014.90906,248.221,90.812,Jones2021_ASM
2299,31272.74273,278.18,160.181,Jones2021_ASM
2300,25418.39881,353.487,119.932,Jones2021_ASM
2301,2688.83197,85.443,52.394,Jones2021_ASM
2302,5333.695258,103.638,62.951,Jones2021_ASM
2303,1856.100317,63.963,39.006,Jones2021_ASM
2304,4444.628505,122.411,47.045,Jones2021_ASM
2305,12007.752,161.823,97.222,Jones2021_ASM
2306,10351.8994,133.07,106.611,Jones2021_ASM
2307,16990.64874,364.991,94.375,Jones2021_ASM
2308,2623.491282,84.389,45.962,Jones2021_ASM
2309,2464.720671,71.94,48.521,Jones2021_ASM
2310,10543.56975,184.767,76.807,Jones2021_ASM
2311,31841.35568,407.087,121.775,Jones2021_ASM
2312,28751.73585,237.701,173.613,Jones2021_ASM
2313,7004.383851,97.146,93.411,Jones2021_ASM
2314,4955.769358,107.646,59.787,Jones2021_ASM
2315,3522.07008,79.637,64.186,Jones2021_ASM
2316,5119.086367,134.887,56.192,Jones2021_ASM
2317,7145.720352,128.716,82.734,Jones2021_ASM
2318,4650.020128,102.712,63.426,Jones2021_ASM
2319,4239.657272,94.332,63.451,Jones2021_ASM
2320,15243.23136,231.497,93.632,Jones2021_ASM
2321,7017.718712,131.968,73.359,Jones2021_ASM
2322,15642.67573,175.224,129.668,Jones2021_ASM
2323,4776.343397,93.832,74.187,Jones2021_ASM
2324,14792.11918,181.443,108.964,Jones2021_ASM
2325,5098.089033,93.28,78.003,Jones2021_ASM
2326,6604.098108,112.402,77.6,Jones2021_ASM
2327,9827.073528,219.94,63.405,Jones2021_ASM
2328,15802.70906,153.008,141.504,Jones2021_ASM
2329,6851.050115,172.815,57.671,Jones2021_ASM
2330,9559.832872,144.566,93.293,Jones2021_ASM
2331,7878.603627,167.889,72.78,Jones2021_ASM
2332,6267.970641,176.472,52.15,Jones2021_ASM
2333,27703.34656,454.922,155.556,Jones2021_ASM
2334,28979.28489,332.091,143.972,Jones2021_ASM
2335,44964.80847,349.807,173.324,Jones2021_ASM
2336,4729.406677,99.996,59.515,Jones2021_ASM
2337,4981.702044,117.736,58.869,Jones2021_ASM
2338,10335.20147,213.319,65.382,Jones2021_ASM
2339,2806.345705,64.331,55.514,Jones2021_ASM
2340,20925.25948,289.848,120.056,Jones2021_ASM
2341,5888.265372,102.934,82.236,Jones2021_ASM
2342,25737.51137,241.885,161.008,Jones2021_ASM
2343,15011.22756,208.881,100.93,Jones2021_ASM
2344,16224.82864,351.009,106.244,Jones2021_ASM
2345,8451.311132,149.304,80.967,Jones2021_ASM
2346,4843.447558,103.713,66.556,Jones2021_ASM
2347,18293.61783,188.419,143.264,Jones2021_ASM
2348,22314.84019,227.777,141.99,Jones2021_ASM
2349,4039.048565,101.192,54.961,Jones2021_ASM
2350,64867.83334,606.921,184.19,Jones2021_ASM
2351,9028.189607,152.851,80.273,Jones2021_ASM
2352,7266.483911,105.075,98.482,Jones2021_ASM
2353,1596.104197,47.743,46.197,Jones2021_ASM
2354,6809.490286,188.703,82.096,Jones2021_ASM
2355,19743.92347,248.947,120.568,Jones2021_ASM
2356,4952.971901,92.056,79.077,Jones2021_ASM
2357,11825.74022,228.007,84.04,Jones2021_ASM
2358,9354.855322,243.593,60.732,Jones2021_ASM
2359,37855.73874,366.694,154.564,Jones2021_ASM
2360,7155.125162,124.446,81.407,Jones2021_ASM
2361,9328.399436,180.06,60.868,Jones2021_ASM
2362,3780.248596,78.37,65.637,Jones2021_ASM
2363,6727.44292,120.207,77.882,Jones2021_ASM
2364,11412.98629,224.037,79.487,Jones2021_ASM
2365,34663.63583,816.481,163.218,Jones2021_ASM
2366,5721.127507,88.186,85.908,Jones2021_ASM
2367,15890.17256,287.345,84.622,Jones2021_ASM
2368,6070.134565,98.204,81.28,Jones2021_ASM
2369,6635.3185,148.898,66.23,Jones2021_ASM
2370,6410.453938,97.629,91.98,Jones2021_ASM
2371,4804.97784,150.557,48.536,Jones2021_ASM
2372,9350.660089,184.467,129.107,Jones2021_ASM
2373,1025.155872,48.614,29.366,Jones2021_ASM
2374,3772.370237,81.913,69.803,Jones2021_ASM
2375,15370.38151,201.476,105.126,Jones2021_ASM
2376,4341.826602,85.072,67.758,Jones2021_ASM
2377,5151.029507,109.02,70.658,Jones2021_ASM
2378,3762.610466,82.519,60.665,Jones2021_ASM
2379,11746.77273,221.138,148.392,Jones2021_ASM
2380,4493.595262,132.447,46.721,Jones2021_ASM
2381,2916.149414,70.698,53.392,Jones2021_ASM
2382,8010.712871,117.972,92.168,Jones2021_ASM
2383,4803.751326,99.978,65.168,Jones2021_ASM
2384,20937.5452,371.356,91.347,Jones2021_ASM
2385,7624.376032,106.195,97.681,Jones2021_ASM
2386,16564.77185,164.634,142.634,Jones2021_ASM
2387,4789.261658,99.541,64.928,Jones2021_ASM
2388,61591.61061,566.652,179.541,Jones2021_ASM
2389,85605.1529,710.197,332.251,Jones2021_ASM
2390,28201.36141,691.191,92.222,Jones2021_ASM
2391,29122.48321,624.563,107.74,Jones2021_ASM
2392,3695.588536,92.886,57.404,Jones2021_ASM
2393,30803.14949,215.737,173.084,Jones2021_ASM
2394,3255.425369,91.188,49.836,Jones2021_ASM
2395,3165.9576,91.016,50.691,Jones2021_ASM
2396,8347.908138,127.309,89.56,Jones2021_ASM
2397,3090.145003,86.462,51.061,Jones2021_ASM
2398,23698.52468,245.958,133.38,Jones2021_ASM
2399,8351.197936,136.659,83.01,Jones2021_ASM
2400,11405.71894,196.542,80.839,Jones2021_ASM
2401,3944.977312,80.978,60.191,Jones2021_ASM
2402,23307.06295,235.363,141.137,Jones2021_ASM
2403,2233.497089,77.861,42.153,Jones2021_ASM
2404,12847.8057,208.92,119.53,Jones2021_ASM
2405,15276.12804,308.21,82.177,Jones2021_ASM
2406,2702.1784,73.557,55.028,Jones2021_ASM
2407,2972.6757,118.347,42.878,Jones2021_ASM
2408,11931.58551,166.632,97.339,Jones2021_ASM
2409,12195.08566,228.165,84.057,Jones2021_ASM
2410,22943.15247,385.806,112.901,Jones2021_ASM
2411,4776.723667,106.109,67.377,Jones2021_ASM
2412,9666.095968,227.151,67.975,Jones2021_ASM
2413,6213.150456,136.355,69.797,Jones2021_ASM
2414,3644.438902,77.885,62.004,Jones2021_ASM
2415,41209.76253,288.277,208.288,Jones2021_ASM
2416,31613.29293,522.74,162.078,Jones2021_ASM
2417,16591.97478,325.049,88.449,Jones2021_ASM
2418,12982.32285,246.57,71.838,Jones2021_ASM
2419,52704.56012,403.628,193.769,Jones2021_ASM
2420,7405.931128,112.853,85.553,Jones2021_ASM
2421,28083.23518,372.176,112.583,Jones2021_ASM
2422,26434.86738,249.96,155.91,Jones2021_ASM
2423,53615.70631,459.156,170.832,Jones2021_ASM
2424,116877.4813,588.745,384.441,Jones2021_ASM
2425,57011.76231,637.516,147.972,Jones2021_ASM
2426,15597.03027,223.558,105.537,Jones2021_ASM
2427,50349.56466,356.076,190.705,Jones2021_ASM
2428,43366.9837,272.191,236.079,Jones2021_ASM
2429,42162.90274,464.887,153.898,Jones2021_ASM
2430,38660.47933,456.607,137.253,Jones2021_ASM
2431,14554.27697,143.985,139.507,Jones2021_ASM
2432,14277.44489,391.801,73.225,Jones2021_ASM
2433,14009.89172,250.372,95.125,Jones2021_ASM
2434,52103.17812,371.155,210.041,Jones2021_ASM
2435,12669.9637,252.978,72.292,Jones2021_ASM
2436,34629.54001,279.586,229.284,Jones2021_ASM
2437,7570.997315,163.974,68.451,Jones2021_ASM
2438,10530.44176,154.081,92.751,Jones2021_ASM
2439,48742.52063,868.913,113.411,Jones2021_ASM
2440,6415.785965,142.338,66.713,Jones2021_ASM
2441,8227.082384,119.053,89.252,Jones2021_ASM
2442,8893.667839,161.676,81.692,Jones2021_ASM
2443,8821.700794,145.696,77.76,Jones2021_ASM
2444,61382.67669,430.58,220.046,Jones2021_ASM
2445,13544.14362,237.242,88.792,Jones2021_ASM
2446,5284.510252,90.427,77.927,Jones2021_ASM
2447,9217.64506,151.55,86.243,Jones2021_ASM
2448,6097.230928,126.274,70.177,Jones2021_ASM
2449,9847.545591,149.12,117.015,Jones2021_ASM
2450,6211.931932,149.902,65.817,Jones2021_ASM
2451,8113.361801,123.609,83.557,Jones2021_ASM
2452,22694.62751,264.917,123.271,Jones2021_ASM
2453,15439.09804,199.369,126.557,Jones2021_ASM
2454,11766.02718,284.594,56.267,Jones2021_ASM
2455,5930.263776,124.451,72.631,Jones2021_ASM
2456,13426.19116,223.615,77.899,Jones2021_ASM
2457,21827.4454,460.57,104.086,Jones2021_ASM
2458,53411.14834,678.861,185.029,Jones2021_ASM
2459,91205.52312,1264.827,207.426,Jones2021_ASM
2460,5105.994951,138.041,53.671,Jones2021_ASM
2461,5975.31448,231.489,38.008,Jones2021_ASM
2462,19088.29816,280.656,93.773,Jones2021_ASM
2463,28360.27337,402.072,126.944,Jones2021_ASM
2464,6521.072687,129.59,73.107,Jones2021_ASM
2465,5512.443678,104.904,73.008,Jones2021_ASM
2466,62605.14027,681.645,201.767,Jones2021_ASM
2467,21842.32114,449.847,76.559,Jones2021_ASM
2468,3829.257081,108.952,42.231,Jones2021_ASM
2469,19632.66154,392.517,81.178,Jones2021_ASM
2470,11834.70974,446.142,41.781,Jones2021_ASM
2471,21910.3194,379.169,101.378,Jones2021_ASM
2472,25977.88469,465.47,104.845,Jones2021_ASM
2473,5149.717719,130.506,50.353,Jones2021_ASM
2474,6423.799072,142.587,65.819,Jones2021_ASM
2475,6221.661341,137.98,76.229,Jones2021_ASM
2476,5424.024545,100.468,76.835,Jones2021_ASM
2477,12077.90046,141.095,137.827,Jones2021_ASM
2478,3910.179964,151.19,37.895,Jones2021_ASM
2479,5166.778698,137.127,50.077,Jones2021_ASM
2480,51687.92806,854.868,146.561,Jones2021_ASM
2481,5367.955831,103.937,71.619,Jones2021_ASM
2482,2283.82987,94.107,34.35,Jones2021_ASM
2483,12860.72896,196.599,93.497,Jones2021_ASM
2484,13151.3432,328.377,59.863,Jones2021_ASM
2485,5062.204709,119.728,60.818,Jones2021_ASM
2486,4850.055546,109.743,57.239,Jones2021_ASM
2487,12983.90062,232.607,81.257,Jones2021_ASM
2488,6458.3428,132.659,61.625,Jones2021_ASM
2489,6808.93288,128.642,81.626,Jones2021_ASM
2490,5459.623499,163.616,46.346,Jones2021_ASM
2491,2379.982084,71.353,46.04,Jones2021_ASM
2492,19972.63129,317.091,110.942,Jones2021_ASM
2493,18060.32632,268.947,99.226,Jones2021_ASM
2494,9061.9577,138.508,91.072,Jones2021_ASM
2495,3903.105803,90.925,62.637,Jones2021_ASM
2496,3582.556159,108.371,45.614,Jones2021_ASM
2497,16279.5789,264.413,95.774,Jones2021_ASM
2498,12920.60803,267.357,73.877,Jones2021_ASM
2499,6961.646228,185.117,58.632,Jones2021_ASM
2500,18713.98662,614.877,88.969,Jones2021_ASM
2501,1900.486438,61.62,45.601,Jones2021_ASM
2502,6776.093652,120.166,77.781,Jones2021_ASM
2503,3535.452715,94.694,50.409,Jones2021_ASM
2504,7368.964696,188.399,60.988,Jones2021_ASM
2505,25645.77218,421.964,119.047,Jones2021_ASM
2506,15972.82037,355.489,83.098,Jones2021_ASM
