OID,area_m2,length_m,width_m,name
0,5113.134177,109.061,64.451,Jones2021_ASM
1,11336.81013,201.708,83.799,Jones2021_ASM
2,5138.898702,113.911,58.472,Jones2021_ASM
3,5553.995298,105.194,65.804,Jones2021_ASM
4,8935.948036,147.85,74.569,Jones2021_ASM
5,7566.485871,118.65,86.36,Jones2021_ASM
6,3488.859565,107.872,50.561,Jones2021_ASM
7,19121.76429,225.611,133.434,Jones2021_ASM
8,4374.377364,84.042,69.139,Jones2021_ASM
9,14493.47674,140.233,131.166,Jones2021_ASM
10,6469.263835,143.23,67.713,Jones2021_ASM
11,10136.1095,190.028,73.085,Jones2021_ASM
12,16928.23695,188.889,122.414,Jones2021_ASM
13,8025.333376,143.475,75.172,Jones2021_ASM
14,4996.576831,94.238,71.081,Jones2021_ASM
15,5919.763324,105.298,79.182,Jones2021_ASM
16,20422.97135,184.816,145.062,Jones2021_ASM
17,11034.9656,182.245,81.64,Jones2021_ASM
18,2112.459933,74.782,40.704,Jones2021_ASM
19,4965.95368,93.624,70.126,Jones2021_ASM
20,3660.403278,99.213,52.953,Jones2021_ASM
21,4098.908931,110.533,51.197,Jones2021_ASM
22,6817.889378,107.784,88.666,Jones2021_ASM
23,2964.555047,66.048,64.847,Jones2021_ASM
24,4019.349836,92.091,62.945,Jones2021_ASM
25,9563.506036,165.168,76.27,Jones2021_ASM
26,11024.77679,200.117,71.827,Jones2021_ASM
27,10862.96352,163.531,92.916,Jones2021_ASM
28,16986.61537,182.815,126.463,Jones2021_ASM
29,8806.022344,150.397,82.398,Jones2021_ASM
30,2541.351761,80.736,45.801,Jones2021_ASM
31,7938.842132,155.639,63.112,Jones2021_ASM
32,11326.74931,156.623,105.026,Jones2021_ASM
33,3664.954689,93.519,56.534,Jones2021_ASM
34,2853.459257,67.945,58.279,Jones2021_ASM
35,4754.190066,95.524,64.863,Jones2021_ASM
36,5122.553394,102.214,70.676,Jones2021_ASM
37,3674.962417,78.047,62.579,Jones2021_ASM
38,7109.110521,149.521,67.203,Jones2021_ASM
39,6232.092865,139.513,60.754,Jones2021_ASM
40,3273.696595,98.096,45.64,Jones2021_ASM
41,827.5606345,35.327,31.92,Jones2021_ASM
42,5585.491761,118.768,66.387,Jones2021_ASM
43,1929.50336,50.53,48.613,Jones2021_ASM
44,10715.07554,148.932,88.25,Jones2021_ASM
45,10118.18851,180.043,85.446,Jones2021_ASM
46,2140.459958,80.819,36.326,Jones2021_ASM
47,3262.776579,90.748,53.533,Jones2021_ASM
48,4604.621555,83.918,75.348,Jones2021_ASM
49,9223.810398,132.078,96.642,Jones2021_ASM
50,8222.040523,169.17,69.97,Jones2021_ASM
51,5407.014602,115.739,65.293,Jones2021_ASM
52,5254.829329,127.976,61.952,Jones2021_ASM
53,1101.59389,55.674,25.828,Jones2021_ASM
54,12546.32879,144.271,127.399,Jones2021_ASM
55,5409.605195,110.36,67.189,Jones2021_ASM
56,4799.692071,86.17,74.825,Jones2021_ASM
57,12403.93996,228.895,82.37,Jones2021_ASM
58,9102.279989,140.02,94.386,Jones2021_ASM
59,8210.701368,145.776,76.48,Jones2021_ASM
60,10164.1081,174.405,84.964,Jones2021_ASM
61,27367.43184,196.363,187.946,Jones2021_ASM
62,7594.832311,135.81,74.55,Jones2021_ASM
63,4959.376055,109.018,62.434,Jones2021_ASM
64,21413.57343,194.711,138.991,Jones2021_ASM
65,3755.046187,107.746,48.113,Jones2021_ASM
66,8611.68555,136.285,90.765,Jones2021_ASM
67,4414.775341,135.233,51.996,Jones2021_ASM
68,14183.18266,182.616,116.565,Jones2021_ASM
69,2631.609951,83.58,42.977,Jones2021_ASM
70,3933.384259,106.183,56.481,Jones2021_ASM
71,5374.11482,105.029,70.741,Jones2021_ASM
72,22796.8608,309.685,96.384,Jones2021_ASM
73,12240.45248,156.116,102.465,Jones2021_ASM
74,6285.295643,138.103,68.656,Jones2021_ASM
75,9187.265884,150.437,91.378,Jones2021_ASM
76,6711.484721,131.738,63.585,Jones2021_ASM
77,22100.739,209.4,146.249,Jones2021_ASM
78,5028.302338,107.745,64.617,Jones2021_ASM
79,14270.29914,188.039,115.27,Jones2021_ASM
80,9364.867905,166.528,78.042,Jones2021_ASM
81,6360.899458,109.813,76.959,Jones2021_ASM
82,5849.029697,114.126,67.453,Jones2021_ASM
83,11983.03067,204.578,82.965,Jones2021_ASM
84,5916.226138,139.022,58.963,Jones2021_ASM
85,9375.020858,117.17,99.012,Jones2021_ASM
86,5915.107303,132.255,61.51,Jones2021_ASM
87,8666.221396,119.133,91.988,Jones2021_ASM
88,9129.720226,109.07,108.476,Jones2021_ASM
89,5358.991131,133.191,52.537,Jones2021_ASM
90,3753.995514,73.431,70.197,Jones2021_ASM
91,12521.44824,168.681,99.95,Jones2021_ASM
92,5230.604141,107.271,61.537,Jones2021_ASM
93,4166.148065,95.121,61.618,Jones2021_ASM
94,1872.485381,68.013,37.912,Jones2021_ASM
95,3711.364815,76.938,63.411,Jones2021_ASM
96,8006.848421,139.833,84.813,Jones2021_ASM
97,12100.0177,184.915,92.385,Jones2021_ASM
98,4504.520358,106.162,59.808,Jones2021_ASM
99,2055.51018,75.65,34.715,Jones2021_ASM
100,12877.34977,166.744,94.418,Jones2021_ASM
101,20826.64626,324.568,88.807,Jones2021_ASM
102,16573.86886,182.786,118.001,Jones2021_ASM
103,3858.058804,114.769,45.314,Jones2021_ASM
104,4162.684199,140.535,44.564,Jones2021_ASM
105,4606.862823,117.247,50.381,Jones2021_ASM
106,3447.72518,68.663,66.149,Jones2021_ASM
107,9017.712188,179.203,76.198,Jones2021_ASM
108,7488.042476,145.522,71.012,Jones2021_ASM
109,8885.480665,177.74,72.14,Jones2021_ASM
110,18231.83236,251.557,116.465,Jones2021_ASM
111,15309.72441,283.105,78.645,Jones2021_ASM
112,16388.91594,253.609,112.736,Jones2021_ASM
113,4436.751509,84.907,70.753,Jones2021_ASM
114,8920.341689,139.452,85.765,Jones2021_ASM
115,11774.77757,227.617,81.63,Jones2021_ASM
116,8191.661096,165.542,63.127,Jones2021_ASM
117,7797.953017,142.211,70.101,Jones2021_ASM
118,14463.83587,276.53,101.218,Jones2021_ASM
119,3439.849758,91.179,53.212,Jones2021_ASM
120,2706.554481,84.669,47.453,Jones2021_ASM
121,11349.88576,191.32,85.053,Jones2021_ASM
122,5633.411866,130.905,80.825,Jones2021_ASM
123,41527.3082,336.668,158.655,Jones2021_ASM
124,12938.60533,204.975,87.696,Jones2021_ASM
125,2261.218252,82.586,38.727,Jones2021_ASM
126,10407.02397,227.876,70.414,Jones2021_ASM
127,26066.91716,348.69,116.93,Jones2021_ASM
128,4277.563729,126.029,53.093,Jones2021_ASM
129,6500.45307,114.163,81.602,Jones2021_ASM
130,10909.79633,196.101,77.25,Jones2021_ASM
131,16814.23389,307.981,87.223,Jones2021_ASM
132,6886.208676,103.503,88.474,Jones2021_ASM
133,3920.256144,82.929,62.426,Jones2021_ASM
134,4346.653383,119.325,52.84,Jones2021_ASM
135,10246.92484,143.494,99.533,Jones2021_ASM
136,10525.47171,223.068,73.566,Jones2021_ASM
137,21205.71405,444.477,79.916,Jones2021_ASM
138,10941.30432,214.827,69.761,Jones2021_ASM
139,8560.471003,146.674,80.91,Jones2021_ASM
140,4853.560358,81.584,76.735,Jones2021_ASM
141,3434.567521,90.516,52.336,Jones2021_ASM
142,2896.933619,65.31,60.43,Jones2021_ASM
143,16268.93074,299.089,97.236,Jones2021_ASM
144,43298.97495,470.225,183.04,Jones2021_ASM
145,26577.25058,429.394,104.48,Jones2021_ASM
146,19201.99222,407.7,99.828,Jones2021_ASM
147,16730.23523,184.82,142.672,Jones2021_ASM
148,8691.774361,235.078,63.87,Jones2021_ASM
149,29084.29398,373.332,135.644,Jones2021_ASM
150,4791.15245,80.673,80.196,Jones2021_ASM
151,4596.021909,95.618,56.954,Jones2021_ASM
152,25806.32617,353.724,117.174,Jones2021_ASM
153,5546.041687,102.343,78.427,Jones2021_ASM
154,45722.64388,607.565,158.987,Jones2021_ASM
155,12617.07632,211.349,97.335,Jones2021_ASM
156,18693.8575,353.238,89.935,Jones2021_ASM
157,3082.163675,66.137,64.705,Jones2021_ASM
158,9373.05488,189.565,66.793,Jones2021_ASM
159,9157.652302,139.458,86.058,Jones2021_ASM
160,12655.63525,195.286,95.601,Jones2021_ASM
161,14265.82031,213.862,92.172,Jones2021_ASM
162,9424.860412,194.14,72.38,Jones2021_ASM
163,19302.7916,160.718,156.041,Jones2021_ASM
164,11612.89397,193.788,81.325,Jones2021_ASM
165,6834.688303,154.171,62.276,Jones2021_ASM
166,11036.22869,261.955,62.463,Jones2021_ASM
167,19196.10298,282.259,114.376,Jones2021_ASM
168,14811.64769,238.606,101.126,Jones2021_ASM
169,3143.205241,72.511,53.135,Jones2021_ASM
170,7607.755546,139.518,78.839,Jones2021_ASM
171,7205.155135,128.956,76.962,Jones2021_ASM
172,6881.730109,120.855,76.578,Jones2021_ASM
173,13605.11376,181.968,94.499,Jones2021_ASM
174,4146.933302,89.098,62.286,Jones2021_ASM
175,4777.811834,99.928,59.428,Jones2021_ASM
176,5536.490156,132.243,60.59,Jones2021_ASM
177,5471.738765,90.041,76.696,Jones2021_ASM
178,5091.959641,103.803,65.648,Jones2021_ASM
179,4776.556095,88.99,70.913,Jones2021_ASM
180,3367.659006,76.431,56.415,Jones2021_ASM
181,7040.712439,119.932,77.554,Jones2021_ASM
182,16005.57902,147.653,137.479,Jones2021_ASM
183,4570.637746,88.926,70.342,Jones2021_ASM
184,5864.74056,107.502,74.306,Jones2021_ASM
185,6844.214644,137.8,68.643,Jones2021_ASM
186,12605.20576,191.318,89.413,Jones2021_ASM
187,10981.20481,225.22,83.997,Jones2021_ASM
188,10754.46237,188.093,87.059,Jones2021_ASM
189,9922.73389,170.252,82.234,Jones2021_ASM
190,3964.53616,87.885,62.645,Jones2021_ASM
191,8699.293645,149.698,89.252,Jones2021_ASM
192,5703.63156,100.681,71.818,Jones2021_ASM
193,5198.718332,138.084,61.551,Jones2021_ASM
194,4920.311133,102.461,61.071,Jones2021_ASM
195,7055.207584,141.151,70.621,Jones2021_ASM
196,10678.22188,208.841,76.389,Jones2021_ASM
197,5113.559494,87.086,83.262,Jones2021_ASM
198,9103.402369,169.182,70.648,Jones2021_ASM
199,6922.058059,111.331,87.672,Jones2021_ASM
200,3069.877873,89.899,52.369,Jones2021_ASM
201,3338.905069,80.362,53.759,Jones2021_ASM
202,8578.965114,160.875,75.047,Jones2021_ASM
203,50125.94332,436.687,237.247,Jones2021_ASM
204,2179.312975,74.975,34.958,Jones2021_ASM
205,3310.375421,117.781,45.226,Jones2021_ASM
206,6190.15952,126.782,67.847,Jones2021_ASM
207,5799.183291,125.525,58.948,Jones2021_ASM
208,4946.140194,114.592,55.315,Jones2021_ASM
209,3651.088948,100.944,51.082,Jones2021_ASM
210,5231.864272,101.419,69.552,Jones2021_ASM
211,6573.712317,124.236,64.828,Jones2021_ASM
212,3305.336219,97.13,51.591,Jones2021_ASM
213,5596.34511,121.981,64.342,Jones2021_ASM
214,6623.313466,111.777,80.418,Jones2021_ASM
215,7582.595129,125.476,79.166,Jones2021_ASM
216,3729.28485,70.977,68.864,Jones2021_ASM
217,11735.15544,137.402,131.471,Jones2021_ASM
218,18191.82719,215.072,171.239,Jones2021_ASM
219,4700.810919,120.551,54.479,Jones2021_ASM
220,2851.813961,72.179,52.655,Jones2021_ASM
221,5585.491033,134.411,63.905,Jones2021_ASM
222,11071.66829,145.481,95.813,Jones2021_ASM
223,15507.77668,167.61,118.765,Jones2021_ASM
224,13889.48052,205.877,92.648,Jones2021_ASM
225,7765.58016,126.642,83.34,Jones2021_ASM
226,4238.362551,143.788,38.372,Jones2021_ASM
227,4840.821628,111.518,54.41,Jones2021_ASM
228,9462.38302,168.326,81.931,Jones2021_ASM
229,4992.763601,113.961,62.286,Jones2021_ASM
230,5231.967572,89.299,75.191,Jones2021_ASM
231,3701.496955,107.933,48.502,Jones2021_ASM
232,9481.24904,141.846,99.738,Jones2021_ASM
233,4157.328748,99.435,57.405,Jones2021_ASM
234,3445.975578,96.515,49.204,Jones2021_ASM
235,1682.526063,63.517,39.59,Jones2021_ASM
236,4317.539074,102.445,62.043,Jones2021_ASM
237,11562.13826,183.338,93.531,Jones2021_ASM
238,12274.33306,223.12,95.942,Jones2021_ASM
239,4081.409954,85.508,60.463,Jones2021_ASM
240,3086.923577,115.748,37.366,Jones2021_ASM
241,6820.518113,138.859,70.446,Jones2021_ASM
242,5417.411596,98.734,72.627,Jones2021_ASM
243,4544.171753,85.695,68.174,Jones2021_ASM
244,3245.58983,80.582,53.57,Jones2021_ASM
245,3639.433464,79.079,62.064,Jones2021_ASM
246,8579.208546,149.453,84.624,Jones2021_ASM
247,8546.723604,156.732,74.589,Jones2021_ASM
248,5882.069188,132.019,61.568,Jones2021_ASM
249,5182.966959,133.527,57.431,Jones2021_ASM
250,1910.522491,59.152,44.438,Jones2021_ASM
251,4716.12213,95.058,68.15,Jones2021_ASM
252,13456.42597,148.456,129.477,Jones2021_ASM
253,4959.68397,129.212,52.189,Jones2021_ASM
254,7702.264912,139.933,74.216,Jones2021_ASM
255,6903.576649,101.818,92.6,Jones2021_ASM
256,5589.729475,89.331,78.955,Jones2021_ASM
257,4145.368451,80.166,68.354,Jones2021_ASM
258,12582.3518,176.258,104.103,Jones2021_ASM
259,2816.808638,82.236,45.555,Jones2021_ASM
260,6951.458705,123.244,82.665,Jones2021_ASM
261,4921.604789,118.419,57.858,Jones2021_ASM
262,4037.864705,131.112,56.581,Jones2021_ASM
263,4566.052123,98.22,63.09,Jones2021_ASM
264,3041.000765,72.887,50.932,Jones2021_ASM
265,9672.951754,189.665,89.478,Jones2021_ASM
266,3891.134638,103.9,53.134,Jones2021_ASM
267,10503.10778,172.94,77.125,Jones2021_ASM
268,3044.108109,82.105,66.332,Jones2021_ASM
269,4093.874281,86.38,65.379,Jones2021_ASM
270,5440.760045,179.551,60.809,Jones2021_ASM
271,4385.648914,104.552,58.132,Jones2021_ASM
272,3985.220365,107.481,53.027,Jones2021_ASM
273,5894.946265,170.669,52.334,Jones2021_ASM
274,19223.27252,269.634,122.897,Jones2021_ASM
275,11279.14801,210.596,93.027,Jones2021_ASM
276,25848.086,239.666,194.563,Jones2021_ASM
277,6210.950796,125.123,61.74,Jones2021_ASM
278,4260.761418,102.285,57.726,Jones2021_ASM
279,26457.37249,261.994,163.013,Jones2021_ASM
280,5462.774845,83.433,82.894,Jones2021_ASM
281,4381.941365,102.203,57.274,Jones2021_ASM
282,4571.518825,86.946,68.368,Jones2021_ASM
283,12599.30058,152.397,110.147,Jones2021_ASM
284,6605.634772,113.378,83.531,Jones2021_ASM
285,3569.793165,83.299,59.107,Jones2021_ASM
286,17599.58309,221.902,134.305,Jones2021_ASM
287,9188.982066,149.133,85.863,Jones2021_ASM
288,8628.486592,125.108,97.038,Jones2021_ASM
289,5370.756569,106.988,71.355,Jones2021_ASM
290,7183.737061,135.689,77.867,Jones2021_ASM
291,5130.025758,121.722,68.595,Jones2021_ASM
292,3726.381116,116.162,42.365,Jones2021_ASM
293,5646.092636,92.911,82.027,Jones2021_ASM
294,20676.74722,345.982,151.969,Jones2021_ASM
295,8646.689114,177.488,74.941,Jones2021_ASM
296,12763.59029,212.461,100.542,Jones2021_ASM
297,14166.69517,238.472,90.987,Jones2021_ASM
298,5626.901251,90.814,84.338,Jones2021_ASM
299,12771.25718,189.347,94.94,Jones2021_ASM
300,6335.066268,121.923,71.913,Jones2021_ASM
301,6327.543148,111.038,74.975,Jones2021_ASM
302,4558.351389,108.485,62.059,Jones2021_ASM
303,3485.669217,80.875,57.618,Jones2021_ASM
304,6401.224074,115.611,78.601,Jones2021_ASM
305,9153.557127,140.111,85.258,Jones2021_ASM
306,4778.865657,80.92,76.42,Jones2021_ASM
307,12193.19066,159.144,101.41,Jones2021_ASM
308,17116.97221,249.03,118.932,Jones2021_ASM
309,6136.124098,159.862,60.251,Jones2021_ASM
310,6552.431332,123.186,74.931,Jones2021_ASM
311,7574.993065,128.167,82.5,Jones2021_ASM
312,9987.909091,144.279,106.792,Jones2021_ASM
313,4837.183444,101.13,65.703,Jones2021_ASM
314,4444.455205,96.667,62.51,Jones2021_ASM
315,5460.922989,117.874,69.485,Jones2021_ASM
316,17062.15524,335.977,90.084,Jones2021_ASM
317,4315.085491,96.286,58.65,Jones2021_ASM
318,4069.441434,97.233,57.976,Jones2021_ASM
319,17776.80133,212.85,132.752,Jones2021_ASM
320,47028.22957,389.221,172.504,Jones2021_ASM
321,17157.91122,384.326,101.76,Jones2021_ASM
322,3016.358038,90.66,48.108,Jones2021_ASM
323,9866.762616,172.072,77.303,Jones2021_ASM
324,7766.031356,140.694,84.473,Jones2021_ASM
325,7228.39707,133.982,77.366,Jones2021_ASM
326,30603.0126,317.392,147.206,Jones2021_ASM
327,13265.8765,184.664,102.861,Jones2021_ASM
328,13404.13033,209.908,98.714,Jones2021_ASM
329,18326.65118,273.351,90.613,Jones2021_ASM
330,9616.961494,198.736,77.338,Jones2021_ASM
331,7473.553919,195.035,54.642,Jones2021_ASM
332,12158.54447,275.78,77.892,Jones2021_ASM
333,4672.806382,105.044,58.474,Jones2021_ASM
334,8840.704961,251.481,58.689,Jones2021_ASM
335,3884.41856,95.791,62.604,Jones2021_ASM
336,10393.1684,167.398,88.189,Jones2021_ASM
337,6879.917612,97.764,86.462,Jones2021_ASM
338,4631.120782,76.813,75.988,Jones2021_ASM
339,10982.89036,242.971,63.533,Jones2021_ASM
340,54880.40356,571.451,195.093,Jones2021_ASM
341,7779.263843,105.206,99.95,Jones2021_ASM
342,22744.80967,580.857,94.637,Jones2021_ASM
343,5810.871149,119.582,71.223,Jones2021_ASM
344,7322.344147,103.507,98.174,Jones2021_ASM
345,8088.160927,112.955,105.766,Jones2021_ASM
346,5790.222188,117.864,85.336,Jones2021_ASM
347,8613.195199,139.592,86.741,Jones2021_ASM
348,3426.724672,80.646,55.362,Jones2021_ASM
349,6119.910707,143.698,58.215,Jones2021_ASM
350,6988.10767,138.123,68.252,Jones2021_ASM
351,7646.498848,186.24,74.207,Jones2021_ASM
352,11068.829,230.872,80.276,Jones2021_ASM
353,4993.295725,120.123,57.99,Jones2021_ASM
354,4568.235371,119.467,53.055,Jones2021_ASM
355,17629.78957,265.102,105.726,Jones2021_ASM
356,5879.515084,88.99,85.358,Jones2021_ASM
357,7236.728332,147.308,74.845,Jones2021_ASM
358,6272.064585,120.485,71.688,Jones2021_ASM
359,8603.790554,113.232,101.88,Jones2021_ASM
360,11128.10979,192.012,99.128,Jones2021_ASM
361,16851.85565,209.327,126.403,Jones2021_ASM
362,22547.60861,230.219,135.512,Jones2021_ASM
363,4313.579467,106.615,57.219,Jones2021_ASM
364,12310.37706,218.182,96.096,Jones2021_ASM
365,14665.4724,259.605,77.525,Jones2021_ASM
366,3500.230949,77.385,57.948,Jones2021_ASM
367,3912.415834,95.058,54.878,Jones2021_ASM
368,5073.408005,102.466,69.166,Jones2021_ASM
369,3085.673792,71.225,56.74,Jones2021_ASM
370,9373.4458,202.812,79.36,Jones2021_ASM
371,9728.018904,166.252,90.054,Jones2021_ASM
372,7848.741665,137.253,78.654,Jones2021_ASM
373,9589.510726,124.892,98.64,Jones2021_ASM
374,3328.300483,82.255,55.406,Jones2021_ASM
375,13443.8265,292.099,77.305,Jones2021_ASM
376,10032.5032,208.046,70.909,Jones2021_ASM
377,10516.4421,154.122,86.866,Jones2021_ASM
378,5509.365944,120.717,63.426,Jones2021_ASM
379,6829.334731,93.829,93.06,Jones2021_ASM
380,5597.288343,98.987,77.633,Jones2021_ASM
381,5568.970746,135.273,63.144,Jones2021_ASM
382,7735.649613,147.748,67.743,Jones2021_ASM
383,3136.660744,106.288,41.081,Jones2021_ASM
384,4363.352395,114.882,59.187,Jones2021_ASM
385,8750.018748,172.819,74.942,Jones2021_ASM
386,18186.78227,266.411,99.414,Jones2021_ASM
387,9933.239198,243.498,75.163,Jones2021_ASM
388,11003.36094,230.282,61.345,Jones2021_ASM
389,5435.720685,101.726,76.989,Jones2021_ASM
390,13809.96017,177.308,98.653,Jones2021_ASM
391,3258.577152,88.942,51.69,Jones2021_ASM
392,10715.96125,180.778,89.671,Jones2021_ASM
393,7368.335649,123.952,78.872,Jones2021_ASM
394,9838.169953,145.246,86.438,Jones2021_ASM
395,8054.034439,144.911,79.603,Jones2021_ASM
396,7678.947209,151.241,78.14,Jones2021_ASM
397,36796.17803,800.274,150.393,Jones2021_ASM
398,7622.628779,189.827,56.029,Jones2021_ASM
399,12971.85907,279.963,75.531,Jones2021_ASM
400,2535.848776,70.656,44.437,Jones2021_ASM
401,13867.91248,151.022,108.351,Jones2021_ASM
402,10846.79499,171.44,88.237,Jones2021_ASM
403,8790.339052,162.215,74.345,Jones2021_ASM
404,9329.334811,151.902,76.48,Jones2021_ASM
405,15744.11035,451.115,83.005,Jones2021_ASM
406,3838.878135,112.469,44.222,Jones2021_ASM
407,12342.20288,212.71,87.243,Jones2021_ASM
408,9403.370976,167.281,84.862,Jones2021_ASM
409,24388.49633,366.625,115.537,Jones2021_ASM
410,17152.81054,269.826,94.345,Jones2021_ASM
411,22323.06809,253.697,123.148,Jones2021_ASM
412,17430.59439,343.995,102.983,Jones2021_ASM
413,32831.60654,304.784,197.022,Jones2021_ASM
414,20112.05334,280.229,98.623,Jones2021_ASM
415,16873.07628,261.629,91.843,Jones2021_ASM
416,39293.16302,675.417,197.165,Jones2021_ASM
417,29246.52496,517.417,87.405,Jones2021_ASM
418,28736.57995,463.543,109.095,Jones2021_ASM
419,34011.49754,513.392,191.755,Jones2021_ASM
420,15599.82966,262.309,108.342,Jones2021_ASM
421,13026.74425,221.63,83.769,Jones2021_ASM
422,23361.23203,482.052,116.801,Jones2021_ASM
423,11926.16416,192.486,89.803,Jones2021_ASM
424,9009.595305,159.515,75.397,Jones2021_ASM
425,5755.112771,124.691,69.891,Jones2021_ASM
426,2778.166811,84.312,43.166,Jones2021_ASM
427,9768.160788,169.975,74.698,Jones2021_ASM
428,7745.734604,135.318,81.616,Jones2021_ASM
429,20037.95499,189.858,152.897,Jones2021_ASM
430,12157.17094,164.993,123.688,Jones2021_ASM
431,15468.396,262.471,88.938,Jones2021_ASM
432,9314.989614,197.761,70.627,Jones2021_ASM
433,7543.143322,145.764,90.678,Jones2021_ASM
434,3524.314047,82.285,62.023,Jones2021_ASM
435,6805.00664,192.465,73.383,Jones2021_ASM
436,7056.148238,167.132,59.519,Jones2021_ASM
437,13064.54408,250.259,85.883,Jones2021_ASM
438,10470.93772,247.1,74.334,Jones2021_ASM
439,7445.200256,153.675,75.225,Jones2021_ASM
440,2840.544012,94.136,42.388,Jones2021_ASM
441,4666.398921,113.878,54.23,Jones2021_ASM
442,5780.631417,94.113,87.58,Jones2021_ASM
443,17381.26951,184.899,119.653,Jones2021_ASM
444,102267.0839,919.825,188.822,Jones2021_ASM
445,6684.568921,117.376,75.909,Jones2021_ASM
446,6064.642606,100.787,81.831,Jones2021_ASM
447,44413.54543,854.408,216.025,Jones2021_ASM
448,47256.62164,602.384,122.338,Jones2021_ASM
449,15268.88217,219.764,119.023,Jones2021_ASM
450,19011.50736,368.688,119.555,Jones2021_ASM
451,27106.91699,833.715,165.599,Jones2021_ASM
452,15848.06965,264.991,81.199,Jones2021_ASM
453,5964.393009,137.675,60.035,Jones2021_ASM
454,2484.882556,92.127,41.235,Jones2021_ASM
455,79980.26749,1399.182,231.587,Jones2021_ASM
456,44635.09326,619.054,136.003,Jones2021_ASM
457,4330.222311,100.668,60.016,Jones2021_ASM
458,5434.73644,132.665,67.433,Jones2021_ASM
459,7304.106804,158.344,64.808,Jones2021_ASM
460,10919.84809,189.765,82.229,Jones2021_ASM
461,13126.14254,250.541,75.783,Jones2021_ASM
462,8145.176909,146.231,78.989,Jones2021_ASM
463,91008.2504,689.427,239.581,Jones2021_ASM
464,35118.80948,310.351,162.049,Jones2021_ASM
465,39126.46016,442.3,133.568,Jones2021_ASM
466,18611.70264,232.129,119.768,Jones2021_ASM
467,79444.30289,527.056,218.842,Jones2021_ASM
468,18581.8168,383.029,121.969,Jones2021_ASM
469,2466.612097,81.864,44.079,Jones2021_ASM
470,3256.370269,102.923,44.042,Jones2021_ASM
471,65259.99517,704.99,176.215,Jones2021_ASM
472,21713.75777,382.174,113.589,Jones2021_ASM
473,209018.4922,603.429,546.581,Jones2021_ASM
474,48292.67644,374.814,198.228,Jones2021_ASM
475,46591.56965,726.473,196.056,Jones2021_ASM
476,31670.07943,378.984,130.962,Jones2021_ASM
477,4279.874719,112.346,54.564,Jones2021_ASM
478,1782.072394,73.019,34.953,Jones2021_ASM
479,2426.535576,72.179,44.372,Jones2021_ASM
480,2877.627444,86.764,47.311,Jones2021_ASM
481,2449.042327,84.683,43.699,Jones2021_ASM
482,2407.073089,82.137,39.38,Jones2021_ASM
483,3460.188978,104.979,55.63,Jones2021_ASM
484,12676.08806,152.762,120.055,Jones2021_ASM
485,4868.959708,106.935,57.373,Jones2021_ASM
486,4994.394641,115.754,62.397,Jones2021_ASM
487,7864.141107,178.809,65.325,Jones2021_ASM
488,2970.961542,73.841,54.529,Jones2021_ASM
489,15581.34727,213.132,99.31,Jones2021_ASM
490,6878.930852,135.496,78.763,Jones2021_ASM
491,4002.024106,94.673,58.762,Jones2021_ASM
492,4482.046187,116.891,53.783,Jones2021_ASM
493,3067.043372,69.887,58.194,Jones2021_ASM
494,6241.054496,138.594,69.132,Jones2021_ASM
495,12077.89526,125.136,122.253,Jones2021_ASM
496,15015.1521,227.937,107.757,Jones2021_ASM
497,1410.155838,61.879,30.774,Jones2021_ASM
498,3666.84437,84.259,59.474,Jones2021_ASM
499,4403.075853,90.293,61.354,Jones2021_ASM
500,2153.799965,70.384,45.083,Jones2021_ASM
501,7459.865645,123.264,85.143,Jones2021_ASM
502,10243.42637,160.208,92.835,Jones2021_ASM
503,13529.92685,220.255,94.719,Jones2021_ASM
504,20459.83273,398.74,163.397,Jones2021_ASM
505,10649.10704,177.911,93.329,Jones2021_ASM
506,6133.276606,127.926,61.428,Jones2021_ASM
507,5275.022609,118.383,62.361,Jones2021_ASM
508,5693.894505,157.438,54.379,Jones2021_ASM
509,14264.31239,346.14,83.975,Jones2021_ASM
510,23066.51554,355.181,112.458,Jones2021_ASM
511,3679.442624,115.039,50.283,Jones2021_ASM
512,5011.211685,163.936,48.873,Jones2021_ASM
513,7527.740294,163.447,57.528,Jones2021_ASM
514,7137.111551,121.095,83.153,Jones2021_ASM
515,3402.224193,86.678,54.61,Jones2021_ASM
516,25353.43702,569.931,129.394,Jones2021_ASM
517,14637.13756,469.413,83.35,Jones2021_ASM
518,11690.42215,212.442,76.267,Jones2021_ASM
519,4635.53296,121.827,56.102,Jones2021_ASM
520,9856.654062,157.384,80.302,Jones2021_ASM
521,15173.63486,247.287,89.567,Jones2021_ASM
522,5904.890621,138.645,56.884,Jones2021_ASM
523,7952.524122,149.304,74.068,Jones2021_ASM
524,7805.274168,175.307,66.936,Jones2021_ASM
525,4098.352054,98.157,55.548,Jones2021_ASM
526,10422.77312,133.045,102.091,Jones2021_ASM
527,6678.43857,151.502,63.643,Jones2021_ASM
528,22477.99388,307.813,99.323,Jones2021_ASM
529,11789.32861,269.17,94.341,Jones2021_ASM
530,2702.879286,77.249,47.886,Jones2021_ASM
531,6104.962037,103.546,81.902,Jones2021_ASM
532,4000.764081,113.22,49.087,Jones2021_ASM
533,9131.824947,210.679,76.105,Jones2021_ASM
534,5362.91327,175.417,45.947,Jones2021_ASM
535,5871.429251,157.391,54.238,Jones2021_ASM
536,17627.72303,294.091,85.932,Jones2021_ASM
