OID_,Id,area_m2,length_m,width_m
202,0,3886.656519,123,49
203,0,2748.661411,100,47
204,0,3039.880632,126,38
205,0,2605.291949,84,47
206,0,994.8356591,70,18
207,0,1431.139455,93,24
208,0,51315.62682,685,191
209,0,1426.97418,69,29
210,0,3389.343696,93,55
211,0,2219.986519,100,47
212,0,3758.968092,99,57
213,0,949.8226883,49,33
214,0,1348.569005,72,38
215,0,1252.242648,55,30
216,0,304.6601075,32,16
217,0,631.7216936,37,25
218,0,1597.225417,52,41
219,0,3015.239005,91,50
220,0,443.5492742,41,17
221,0,268.817742,34,14
222,0,929.6613575,82,28
223,0,4345.886828,103,91
224,0,5761.660269,156,60
225,0,1355.814484,71,36
226,0,55794.55743,602,259
227,0,30959.72514,457,179
228,0,7734.710875,177,77
229,0,1736.114583,75,35
230,0,1301.21088,56,36
231,0,378.0249496,41,14
232,0,3408.349951,117,44
233,0,10714.20714,331,70
234,0,2123.765168,61,47
235,0,2652.300051,118,46
236,0,3074.077889,135,40
237,0,1412.343214,80,25
238,0,3074.602923,105,50
239,0,791.8922648,56,23
240,0,2627.2734,137,43
241,0,53808.07133,418,204
242,0,4294.783455,106,60
243,0,18377.61292,241,104
244,0,3391.023807,134,46
245,0,2127.58042,93,33
246,0,3018.03919,110,39
247,0,7457.452191,121,83
248,0,6428.104254,121,88
249,0,8385.993475,201,72
250,0,6373.780669,110,82
251,0,2999.55797,89,49
252,0,631.7216935,32,29
253,0,751.0095665,50,17
254,0,339.3823992,27,19
255,0,6347.668945,140,82
256,0,9986.618685,164,96
257,0,5520.739368,115,74
258,0,25425.67809,203,201
259,0,15527.02478,149,144
260,0,2383.657321,84,45
261,0,1473.597257,57,37
262,0,12844.09771,216,114
263,0,12997.23282,189,113
264,0,25255.04183,219,179
265,0,3876.505849,92,58
266,0,10020.71512,230,78
267,0,4621.425013,93,70
268,0,87211.11717,685,262
269,0,7136.095981,124,90
270,0,6424.965714,166,59
271,0,12812.59563,165,108
272,0,34651.41199,671,127
273,0,4470.439047,178,73
274,0,9619.509886,221,93
275,0,25497.43283,296,139
276,0,5091.086011,111,78
277,0,1336.21319,69,35
278,0,2815.060794,161,47
279,0,1124.449214,42,36
280,0,18501.34609,456,127
281,0,2853.563335,129,28
282,0,3096.82939,115,37
283,0,1424.594023,84,30
284,0,4700.810253,161,46
285,0,1132.324733,71,26
286,0,2329.40374,194,34
287,0,11463.46075,324,86
288,0,5207.468692,172,53
289,0,2292.651315,82,38
290,0,15531.40007,551,96
291,0,3658.616468,198,32
292,0,7436.240791,131,82
293,0,170028.7549,1375,599
294,0,2161.742675,74,35
295,0,1133.199791,53,34
296,0,2464.162634,138,30
297,0,31176.55765,254,221
298,0,21918.44661,306,113
299,0,22564.14865,237,155
300,0,7772.262968,245,59
301,0,34040.62168,335,182
302,0,4125.022251,138,45
303,0,7559.623934,293,72
304,0,3461.728474,91,74
305,0,4701.685311,138,64
306,0,17441.65115,301,108
307,0,3664.741872,98,67
308,0,13094.36423,272,72
309,0,68828.54268,893,160
310,0,448567.4071,1351,779
311,0,61727.3615,823,212
312,0,250403.8666,928,700
313,0,5483.881935,153,67
314,0,1170.477251,63,26
315,0,7463.612597,187,62
316,0,8290.787191,180,96
317,0,1134.634886,57,27
318,0,468.7509375,30,23
319,0,9592.313091,186,98
320,0,4418.166598,84,73
321,0,939.8120275,65,22
322,0,231.3674577,30,12
323,0,461.1904385,42,15
324,0,2857.868619,101,40
325,0,1745.845226,52,42
326,0,1957.224177,62,59
327,0,857.8016147,61,22
328,0,14122.45208,199,109
329,0,1894.045007,84,27
330,0,4390.689785,120,56
331,0,6342.978636,122,92
332,0,4045.707016,87,74
333,0,505.15334,33,20
334,0,493.3925638,36,19
335,0,3474.469315,101,52
336,0,861.8968851,41,30
337,0,3675.522584,83,70
338,0,4709.910854,147,67
339,0,545.1609805,29,24
340,0,2849.468065,118,50
341,0,1006.806449,49,27
342,0,10008.84058,132,129
343,0,1009.746643,47,34
344,0,354.0833695,27,17
345,0,22956.19511,549,140
346,0,2091.738054,69,37
